CustomerID, OrderValue, Date, TransactionID, ProductID, Quantity
33, 806, 2001-01-12, 82, 1, 4
33, 806, 2001-01-12, 82, 4, 5
33, 746, 2001-02-04, 83, 1, 4
33, 746, 2001-02-04, 83, 4, 5
16, 1280, 2001-03-13, 84, 1, 4
16, 1280, 2001-03-13, 84, 4, 5
16, 1669, 2001-03-13, 85, 1, 4
16, 1669, 2001-03-13, 85, 4, 5
17, 109, 2001-03-27, 86, 1, 4
17, 109, 2001-03-27, 86, 4, 5
17, 111, 2001-03-27, 87, 1, 4
17, 111, 2001-03-27, 87, 4, 5
62, 4249, 2001-03-29, 88, 1, 4
62, 4249, 2001-03-29, 88, 4, 5
62, 4967, 2001-03-29, 89, 1, 4
62, 4967, 2001-03-29, 89, 4, 5
57, 801, 2001-03-29, 90, 1, 4
57, 801, 2001-03-29, 90, 4, 5
57, 518, 2001-03-29, 91, 1, 4
57, 518, 2001-03-29, 91, 4, 5
47, 1366, 2001-03-12, 92, 1, 4
47, 1366, 2001-03-12, 92, 4, 5
47, 1218, 2001-03-12, 93, 1, 4
47, 1218, 2001-03-12, 93, 4, 5
99, 210, 2001-03-27, 94, 1, 4
99, 210, 2001-03-27, 94, 4, 5
99, 189, 2001-03-28, 95, 1, 4
99, 189, 2001-03-28, 95, 4, 5
5, 182, 2001-02-05, 96, 1, 4
5, 182, 2001-02-05, 96, 4, 5
5, 101, 2001-02-15, 97, 1, 4
5, 101, 2001-02-15, 97, 4, 5
15, 822, 2001-03-10, 98, 1, 4
15, 822, 2001-03-10, 98, 4, 5
15, 766, 2001-03-09, 99, 1, 4
15, 766, 2001-03-09, 99, 4, 5
25, 768, 2001-01-19, 100, 1, 4
25, 768, 2001-01-19, 100, 4, 5
25, 308, 2001-02-24, 101, 1, 4
25, 308, 2001-02-24, 101, 4, 5
88, 5, 2001-03-11, 102, 1, 4
88, 5, 2001-03-11, 102, 4, 5
88, 22, 2001-03-12, 103, 1, 4
88, 22, 2001-03-12, 103, 4, 5
83, 812, 2001-03-30, 104, 1, 4
83, 812, 2001-03-30, 104, 4, 5
83, 459, 2001-03-26, 105, 1, 4
83, 459, 2001-03-26, 105, 4, 5
87, 1840, 2001-03-12, 106, 1, 4
87, 1840, 2001-03-12, 106, 4, 5
87, 1978, 2001-03-11, 107, 1, 4
87, 1978, 2001-03-11, 107, 4, 5
92, 61, 2001-03-13, 108, 1, 4
92, 61, 2001-03-13, 108, 4, 5
92, 197, 2001-03-13, 109, 1, 4
92, 197, 2001-03-13, 109, 4, 5
53, 1452, 2001-01-13, 110, 1, 4
53, 1452, 2001-01-13, 110, 4, 5
53, 1282, 2001-02-10, 111, 1, 4
53, 1282, 2001-02-10, 111, 4, 5
14, 212, 2001-02-05, 112, 1, 4
14, 212, 2001-02-05, 112, 4, 5
14, 86, 2001-02-15, 113, 1, 4
14, 86, 2001-02-15, 113, 4, 5
44, 816, 2001-03-11, 114, 1, 4
44, 816, 2001-03-11, 114, 4, 5
44, 662, 2001-03-13, 115, 1, 4
44, 662, 2001-03-13, 115, 4, 5
1, 4887, 2001-01-18, 116, 1, 4
1, 4887, 2001-01-18, 116, 4, 5
1, 2336, 2001-02-05, 117, 1, 4
1, 2336, 2001-02-05, 117, 4, 5
66, 148, 2001-03-12, 118, 1, 4
66, 148, 2001-03-12, 118, 4, 5
66, 131, 2001-03-23, 119, 1, 4
66, 131, 2001-03-23, 119, 4, 5
58, 591, 2001-03-23, 120, 1, 4
58, 591, 2001-03-23, 120, 4, 5
58, 952, 2001-03-17, 121, 1, 4
58, 952, 2001-03-17, 121, 4, 5
58, 711, 2001-03-02, 122, 1, 4
58, 711, 2001-03-02, 122, 4, 5
58, 386, 2001-03-14, 123, 1, 4
58, 386, 2001-03-14, 123, 4, 5
58, 887, 2001-03-13, 124, 1, 4
58, 887, 2001-03-13, 124, 4, 5
58, 830, 2001-03-12, 125, 1, 4
58, 830, 2001-03-12, 125, 4, 5
58, 629, 2001-03-21, 126, 1, 4
58, 629, 2001-03-21, 126, 4, 5
74, 397, 2001-03-30, 127, 1, 4
74, 397, 2001-03-30, 127, 4, 5
74, 855, 2001-03-28, 128, 1, 4
74, 855, 2001-03-28, 128, 4, 5
74, 557, 2001-03-27, 129, 1, 4
74, 557, 2001-03-27, 129, 4, 5
74, 754, 2001-03-30, 130, 1, 4
74, 754, 2001-03-30, 130, 4, 5
74, 317, 2001-03-28, 131, 1, 4
74, 317, 2001-03-28, 131, 4, 5
74, 328, 2001-03-30, 132, 1, 4
74, 328, 2001-03-30, 132, 4, 5
74, 622, 2001-03-30, 133, 1, 4
74, 622, 2001-03-30, 133, 4, 5
74, 651, 2001-03-28, 134, 1, 4
74, 651, 2001-03-28, 134, 4, 5
74, 871, 2001-03-30, 135, 1, 4
74, 871, 2001-03-30, 135, 4, 5
13, 364, 2001-03-30, 136, 1, 4
13, 364, 2001-03-30, 136, 4, 5
13, 811, 2001-03-27, 137, 1, 4
13, 811, 2001-03-27, 137, 4, 5
13, 640, 2001-03-27, 138, 1, 4
13, 640, 2001-03-27, 138, 4, 5
13, 643, 2001-03-28, 139, 1, 4
13, 643, 2001-03-28, 139, 4, 5
13, 738, 2001-03-30, 140, 1, 4
13, 738, 2001-03-30, 140, 4, 5
13, 480, 2001-03-27, 141, 1, 4
13, 480, 2001-03-27, 141, 4, 5
13, 706, 2001-03-28, 142, 1, 4
13, 706, 2001-03-28, 142, 4, 5
30, 82, 2001-02-05, 143, 1, 4
30, 82, 2001-02-05, 143, 4, 5
30, 98, 2001-01-21, 144, 1, 4
30, 98, 2001-01-21, 144, 4, 5
30, 134, 2001-01-19, 145, 1, 4
30, 134, 2001-01-19, 145, 4, 5
30, 114, 2001-02-05, 146, 1, 4
30, 114, 2001-02-05, 146, 4, 5
30, 217, 2001-01-29, 147, 1, 4
30, 217, 2001-01-29, 147, 4, 5
30, 103, 2001-01-31, 148, 1, 4
30, 103, 2001-01-31, 148, 4, 5
30, 223, 2001-01-20, 149, 1, 4
30, 223, 2001-01-20, 149, 4, 5
100, 409, 2001-03-27, 150, 1, 4
100, 409, 2001-03-27, 150, 4, 5
100, 700, 2001-03-27, 151, 1, 4
100, 700, 2001-03-27, 151, 4, 5
100, 615, 2001-03-28, 152, 1, 4
100, 615, 2001-03-28, 152, 4, 5
100, 735, 2001-03-27, 153, 1, 4
100, 735, 2001-03-27, 153, 4, 5
100, 781, 2001-03-27, 154, 1, 4
100, 781, 2001-03-27, 154, 4, 5
100, 279, 2001-03-28, 155, 1, 4
100, 279, 2001-03-28, 155, 4, 5
100, 737, 2001-03-28, 156, 1, 4
100, 737, 2001-03-28, 156, 4, 5
100, 622, 2001-03-30, 157, 1, 4
100, 622, 2001-03-30, 157, 4, 5
100, 968, 2001-03-30, 158, 1, 4
100, 968, 2001-03-30, 158, 4, 5
85, 372, 2001-01-26, 159, 1, 4
85, 372, 2001-01-26, 159, 4, 5
85, 617, 2001-02-06, 160, 1, 4
85, 617, 2001-02-06, 160, 4, 5
85, 960, 2001-02-10, 161, 1, 4
85, 960, 2001-02-10, 161, 4, 5
85, 705, 2001-01-22, 162, 1, 4
85, 705, 2001-01-22, 162, 4, 5
85, 849, 2001-02-03, 163, 1, 4
85, 849, 2001-02-03, 163, 4, 5
85, 592, 2001-02-24, 164, 1, 4
85, 592, 2001-02-24, 164, 4, 5
85, 925, 2001-02-17, 165, 1, 4
85, 925, 2001-02-17, 165, 4, 5
85, 260, 2001-02-04, 166, 1, 4
85, 260, 2001-02-04, 166, 4, 5
52, 207, 2001-03-28, 167, 1, 4
52, 207, 2001-03-28, 167, 4, 5
52, 150, 2001-03-28, 168, 1, 4
52, 150, 2001-03-28, 168, 4, 5
52, 220, 2001-03-27, 169, 1, 4
52, 220, 2001-03-27, 169, 4, 5
52, 58, 2001-03-29, 170, 1, 4
52, 58, 2001-03-29, 170, 4, 5
52, 144, 2001-03-28, 171, 1, 4
52, 144, 2001-03-28, 171, 4, 5
52, 246, 2001-03-27, 172, 1, 4
52, 246, 2001-03-27, 172, 4, 5
45, 123, 2001-03-29, 173, 1, 4
45, 123, 2001-03-29, 173, 4, 5
45, 78, 2001-03-28, 174, 1, 4
45, 78, 2001-03-28, 174, 4, 5
45, 175, 2001-03-29, 175, 1, 4
45, 175, 2001-03-29, 175, 4, 5
45, 147, 2001-03-30, 176, 1, 4
45, 147, 2001-03-30, 176, 4, 5
45, 205, 2001-03-27, 177, 1, 4
45, 205, 2001-03-27, 177, 4, 5
45, 22, 2001-03-30, 178, 1, 4
45, 22, 2001-03-30, 178, 4, 5
27, 175, 2001-03-11, 179, 1, 4
27, 175, 2001-03-11, 179, 4, 5
27, 97, 2001-03-14, 180, 1, 4
27, 97, 2001-03-14, 180, 4, 5
27, 10, 2001-03-13, 181, 1, 4
27, 10, 2001-03-13, 181, 4, 5
27, 166, 2001-03-22, 182, 1, 4
27, 166, 2001-03-22, 182, 4, 5
27, 222, 2001-03-06, 183, 1, 4
27, 222, 2001-03-06, 183, 4, 5
27, 149, 2001-03-08, 184, 1, 4
27, 149, 2001-03-08, 184, 4, 5
27, 173, 2001-03-14, 185, 1, 4
27, 173, 2001-03-14, 185, 4, 5
11, 1668, 2001-03-11, 186, 1, 4
11, 1668, 2001-03-11, 186, 4, 5
11, 1746, 2001-03-11, 187, 1, 4
11, 1746, 2001-03-11, 187, 4, 5
11, 1393, 2001-03-12, 188, 1, 4
11, 1393, 2001-03-12, 188, 4, 5
11, 1235, 2001-03-13, 189, 1, 4
11, 1235, 2001-03-13, 189, 4, 5
11, 1821, 2001-03-11, 190, 1, 4
11, 1821, 2001-03-11, 190, 4, 5
11, 1321, 2001-03-18, 191, 1, 4
11, 1321, 2001-03-18, 191, 4, 5
3, 21, 2001-03-20, 192, 1, 4
3, 21, 2001-03-20, 192, 4, 5
3, 36, 2001-03-13, 193, 1, 4
3, 36, 2001-03-13, 193, 4, 5
3, 105, 2001-03-11, 194, 1, 4
3, 105, 2001-03-11, 194, 4, 5
3, 172, 2001-03-12, 195, 1, 4
3, 172, 2001-03-12, 195, 4, 5
3, 98, 2001-03-14, 196, 1, 4
3, 98, 2001-03-14, 196, 4, 5
3, 64, 2001-03-12, 197, 1, 4
3, 64, 2001-03-12, 197, 4, 5
4, 27, 2001-03-27, 198, 1, 4
4, 27, 2001-03-27, 198, 4, 5
4, 68, 2001-03-27, 199, 1, 4
4, 68, 2001-03-27, 199, 4, 5
4, 153, 2001-03-30, 200, 1, 4
4, 153, 2001-03-30, 200, 4, 5
4, 9, 2001-03-30, 201, 1, 4
4, 9, 2001-03-30, 201, 4, 5
4, 249, 2001-03-28, 202, 1, 4
4, 249, 2001-03-28, 202, 4, 5
4, 97, 2001-03-30, 203, 1, 4
4, 97, 2001-03-30, 203, 4, 5
4, 181, 2001-03-27, 204, 1, 4
4, 181, 2001-03-27, 204, 4, 5
4, 110, 2001-03-30, 205, 1, 4
4, 110, 2001-03-30, 205, 4, 5
4, 246, 2001-03-30, 206, 1, 4
4, 246, 2001-03-30, 206, 4, 5
20, 759, 2001-03-11, 207, 1, 4
20, 759, 2001-03-11, 207, 4, 5
20, 944, 2001-03-14, 208, 1, 4
20, 944, 2001-03-14, 208, 4, 5
20, 904, 2001-03-15, 209, 1, 4
20, 904, 2001-03-15, 209, 4, 5
20, 641, 2001-03-12, 210, 1, 4
20, 641, 2001-03-12, 210, 4, 5
20, 503, 2001-03-13, 211, 1, 4
20, 503, 2001-03-13, 211, 4, 5
20, 400, 2001-03-23, 212, 1, 4
20, 400, 2001-03-23, 212, 4, 5
39, 999, 2001-03-12, 213, 1, 4
39, 999, 2001-03-12, 213, 4, 5
39, 309, 2001-03-11, 214, 1, 4
39, 309, 2001-03-11, 214, 4, 5
39, 598, 2001-03-11, 215, 1, 4
39, 598, 2001-03-11, 215, 4, 5
39, 854, 2001-03-14, 216, 1, 4
39, 854, 2001-03-14, 216, 4, 5
39, 281, 2001-03-14, 217, 1, 4
39, 281, 2001-03-14, 217, 4, 5
39, 283, 2001-03-13, 218, 1, 4
39, 283, 2001-03-13, 218, 4, 5
39, 479, 2001-03-15, 219, 1, 4
39, 479, 2001-03-15, 219, 4, 5
35, 248, 2001-03-28, 220, 1, 4
35, 248, 2001-03-28, 220, 4, 5
35, 101, 2001-03-27, 221, 1, 4
35, 101, 2001-03-27, 221, 4, 5
35, 21, 2001-03-29, 222, 1, 4
35, 21, 2001-03-29, 222, 4, 5
35, 178, 2001-03-30, 223, 1, 4
35, 178, 2001-03-30, 223, 4, 5
35, 120, 2001-03-29, 224, 1, 4
35, 120, 2001-03-29, 224, 4, 5
35, 166, 2001-03-29, 225, 1, 4
35, 166, 2001-03-29, 225, 4, 5
35, 97, 2001-03-28, 226, 1, 4
35, 97, 2001-03-28, 226, 4, 5
37, 1609, 2001-03-29, 227, 1, 4
37, 1609, 2001-03-29, 227, 4, 5
37, 1105, 2001-03-29, 228, 1, 4
37, 1105, 2001-03-29, 228, 4, 5
37, 1703, 2001-03-29, 229, 1, 4
37, 1703, 2001-03-29, 229, 4, 5
37, 1564, 2001-03-29, 230, 1, 4
37, 1564, 2001-03-29, 230, 4, 5
37, 1167, 2001-03-29, 231, 1, 4
37, 1167, 2001-03-29, 231, 4, 5
37, 1425, 2001-03-29, 232, 1, 4
37, 1425, 2001-03-29, 232, 4, 5
72, 918, 2001-03-04, 233, 1, 4
72, 918, 2001-03-04, 233, 4, 5
72, 584, 2001-03-14, 234, 1, 4
72, 584, 2001-03-14, 234, 4, 5
72, 829, 2001-03-13, 235, 1, 4
72, 829, 2001-03-13, 235, 4, 5
72, 459, 2001-03-09, 236, 1, 4
72, 459, 2001-03-09, 236, 4, 5
72, 929, 2001-03-13, 237, 1, 4
72, 929, 2001-03-13, 237, 4, 5
72, 471, 2001-03-11, 238, 1, 4
72, 471, 2001-03-11, 238, 4, 5
72, 433, 2001-03-11, 239, 1, 4
72, 433, 2001-03-11, 239, 4, 5
94, 1954, 2001-03-13, 240, 1, 4
94, 1954, 2001-03-13, 240, 4, 5
94, 1098, 2001-03-13, 241, 1, 4
94, 1098, 2001-03-13, 241, 4, 5
94, 1177, 2001-03-13, 242, 1, 4
94, 1177, 2001-03-13, 242, 4, 5
94, 1402, 2001-03-18, 243, 1, 4
94, 1402, 2001-03-18, 243, 4, 5
94, 1831, 2001-03-12, 244, 1, 4
94, 1831, 2001-03-12, 244, 4, 5
94, 1149, 2001-03-11, 245, 1, 4
94, 1149, 2001-03-11, 245, 4, 5
94, 1660, 2001-03-13, 246, 1, 4
94, 1660, 2001-03-13, 246, 4, 5
94, 1274, 2001-03-12, 247, 1, 4
94, 1274, 2001-03-12, 247, 4, 5
65, 797, 2001-03-11, 248, 1, 4
65, 797, 2001-03-11, 248, 4, 5
65, 391, 2001-03-11, 249, 1, 4
65, 391, 2001-03-11, 249, 4, 5
65, 882, 2001-03-13, 250, 1, 4
65, 882, 2001-03-13, 250, 4, 5
65, 624, 2001-03-14, 251, 1, 4
65, 624, 2001-03-14, 251, 4, 5
65, 705, 2001-03-14, 252, 1, 4
65, 705, 2001-03-14, 252, 4, 5
65, 336, 2001-03-10, 253, 1, 4
65, 336, 2001-03-10, 253, 4, 5
65, 342, 2001-03-17, 254, 1, 4
65, 342, 2001-03-17, 254, 4, 5
79, 12, 2001-03-27, 255, 1, 4
79, 12, 2001-03-27, 255, 4, 5
79, 7, 2001-03-27, 256, 1, 4
79, 7, 2001-03-27, 256, 4, 5
79, 169, 2001-03-30, 257, 1, 4
79, 169, 2001-03-30, 257, 4, 5
79, 2, 2001-03-28, 258, 1, 4
79, 2, 2001-03-28, 258, 4, 5
79, 92, 2001-03-28, 259, 1, 4
79, 92, 2001-03-28, 259, 4, 5
79, 72, 2001-03-28, 260, 1, 4
79, 72, 2001-03-28, 260, 4, 5
79, 175, 2001-03-29, 261, 1, 4
79, 175, 2001-03-29, 261, 4, 5
79, 63, 2001-03-28, 262, 1, 4
79, 63, 2001-03-28, 262, 4, 5
