id,number,item_total,total,state,adjustment_total,credit_total,user_id,created_at,updated_at,completed_at,bill_address_id,ship_address_id,payment_total,shipping_method_id,shipment_state,payment_state,email,special_instructions
50,,400,400,complete,0,0,911828761,2012-07-14,2012-07-14,,,,400,,,,,
51,,500,500,complete,0,0,911828761,2012-07-12,2012-07-12,,,,500,,,,,
52,,1200,1200,complete,0,0,534608386,2012-07-12,2012-07-12,,,,1200,,,,,
53,,1000,1000,complete,0,0,534608386,2012-07-05,2012-07-05,,,,1000,,,,,
54,,3200,3200,complete,0,0,178711894,2012-07-28,2012-07-28,,,,3200,,,,,
55,,3200,3200,complete,0,0,178711894,2012-07-28,2012-07-28,,,,3200,,,,,
56,,3000,3000,complete,0,0,437907651,2012-07-14,2012-07-14,,,,3000,,,,,
57,,4000,4000,complete,0,0,437907651,2012-07-12,2012-07-12,,,,4000,,,,,
58,,1200,1200,complete,0,0,608344442,2012-07-13,2012-07-13,,,,1200,,,,,
59,,1200,1200,complete,0,0,608344442,2012-07-14,2012-07-14,,,,1200,,,,,
60,,1000,1000,complete,0,0,28962723,2012-07-03,2012-07-03,,,,1000,,,,,
61,,1000,1000,complete,0,0,28962723,2012-07-12,2012-07-12,,,,1000,,,,,
62,,3200,3200,complete,0,0,113658691,2012-05-28,2012-05-28,,,,3200,,,,,
63,,3000,3000,complete,0,0,113658691,2012-06-06,2012-06-06,,,,3000,,,,,
64,,6300,6300,complete,0,0,28020570,2012-07-30,2012-07-30,,,,6300,,,,,
65,,4300,4300,complete,0,0,28020570,2012-07-27,2012-07-27,,,,4300,,,,,
66,,400,400,complete,0,0,622916212,2012-06-25,2012-06-25,,,,400,,,,,
67,,400,400,complete,0,0,622916212,2012-06-06,2012-06-06,,,,400,,,,,
68,,1000,1000,complete,0,0,275330066,2012-07-13,2012-07-13,,,,1000,,,,,
69,,1200,1200,complete,0,0,275330066,2012-07-13,2012-07-13,,,,1200,,,,,
70,,300,300,complete,0,0,323332591,2012-06-15,2012-06-15,,,,300,,,,,
71,,500,500,complete,0,0,323332591,2012-06-05,2012-06-05,,,,500,,,,,
72,,300,300,complete,0,0,863655417,2012-07-04,2012-07-04,,,,300,,,,,
73,,400,400,complete,0,0,863655417,2012-07-11,2012-07-11,,,,400,,,,,
74,,500,500,complete,0,0,104043415,2012-07-12,2012-07-12,,,,500,,,,,
75,,400,400,complete,0,0,104043415,2012-07-14,2012-07-14,,,,400,,,,,
76,,4000,4000,complete,0,0,286560969,2012-07-30,2012-07-30,,,,4000,,,,,
77,,4000,4000,complete,0,0,286560969,2012-07-30,2012-07-30,,,,4000,,,,,
78,,400,400,complete,0,0,756990036,2012-06-09,2012-06-09,,,,400,,,,,
79,,500,500,complete,0,0,756990036,2012-06-18,2012-06-18,,,,500,,,,,
80,,1000,1000,complete,0,0,862467340,2012-06-07,2012-06-07,,,,1000,,,,,
81,,1000,1000,complete,0,0,862467340,2012-05-31,2012-05-31,,,,1000,,,,,
82,,1000,1000,complete,0,0,862467340,2012-06-27,2012-06-27,,,,1000,,,,,
83,,1000,1000,complete,0,0,862467340,2012-06-07,2012-06-07,,,,1000,,,,,
84,,500,500,complete,0,0,661521543,2012-07-13,2012-07-13,,,,500,,,,,
85,,300,300,complete,0,0,661521543,2012-07-20,2012-07-20,,,,300,,,,,
86,,500,500,complete,0,0,661521543,2012-07-13,2012-07-13,,,,500,,,,,
87,,400,400,complete,0,0,661521543,2012-07-14,2012-07-14,,,,400,,,,,
88,,1200,1200,complete,0,0,188543912,2012-07-12,2012-07-12,,,,1200,,,,,
89,,1000,1000,complete,0,0,188543912,2012-07-06,2012-07-06,,,,1000,,,,,
90,,1000,1000,complete,0,0,188543912,2012-07-10,2012-07-10,,,,1000,,,,,
91,,1000,1000,complete,0,0,188543912,2012-07-22,2012-07-22,,,,1000,,,,,
92,,3000,3000,complete,0,0,824624125,2012-06-02,2012-06-02,,,,3000,,,,,
93,,4000,4000,complete,0,0,824624125,2012-06-06,2012-06-06,,,,4000,,,,,
94,,4000,4000,complete,0,0,824624125,2012-06-08,2012-06-08,,,,4000,,,,,
95,,4000,4000,complete,0,0,824624125,2012-06-13,2012-06-13,,,,4000,,,,,
96,,4300,4300,complete,0,0,114568122,2012-06-08,2012-06-08,,,,4300,,,,,
97,,6300,6300,complete,0,0,114568122,2012-06-16,2012-06-16,,,,6300,,,,,
98,,4300,4300,complete,0,0,114568122,2012-05-28,2012-05-28,,,,4300,,,,,
99,,4300,4300,complete,0,0,114568122,2012-06-06,2012-06-06,,,,4300,,,,,
100,,500,500,complete,0,0,102888302,2012-06-08,2012-06-08,,,,500,,,,,
101,,400,400,complete,0,0,102888302,2012-06-08,2012-06-08,,,,400,,,,,
102,,300,300,complete,0,0,102888302,2012-06-06,2012-06-06,,,,300,,,,,
103,,300,300,complete,0,0,102888302,2012-06-07,2012-06-07,,,,300,,,,,
104,,500,500,complete,0,0,712180813,2012-06-10,2012-06-10,,,,500,,,,,
105,,300,300,complete,0,0,712180813,2012-06-07,2012-06-07,,,,300,,,,,
106,,300,300,complete,0,0,712180813,2012-06-14,2012-06-14,,,,300,,,,,
107,,400,400,complete,0,0,712180813,2012-05-29,2012-05-29,,,,400,,,,,
108,,1200,1200,complete,0,0,576673428,2012-06-05,2012-06-05,,,,1200,,,,,
109,,1200,1200,complete,0,0,576673428,2012-06-16,2012-06-16,,,,1200,,,,,
110,,1000,1000,complete,0,0,576673428,2012-06-01,2012-06-01,,,,1000,,,,,
111,,1000,1000,complete,0,0,576673428,2012-06-22,2012-06-22,,,,1000,,,,,
112,,400,400,complete,0,0,220281934,2012-07-29,2012-07-29,,,,400,,,,,
113,,300,300,complete,0,0,220281934,2012-07-27,2012-07-27,,,,300,,,,,
114,,300,300,complete,0,0,220281934,2012-07-30,2012-07-30,,,,300,,,,,
115,,500,500,complete,0,0,220281934,2012-07-28,2012-07-28,,,,500,,,,,
116,,300,300,complete,0,0,624071307,2012-07-11,2012-07-11,,,,300,,,,,
117,,500,500,complete,0,0,624071307,2012-07-13,2012-07-13,,,,500,,,,,
118,,300,300,complete,0,0,624071307,2012-07-11,2012-07-11,,,,300,,,,,
119,,500,500,complete,0,0,624071307,2012-07-13,2012-07-13,,,,500,,,,,
120,,300,300,complete,0,0,140587364,2012-07-11,2012-07-11,,,,300,,,,,
121,,500,500,complete,0,0,140587364,2012-07-11,2012-07-11,,,,500,,,,,
122,,300,300,complete,0,0,140587364,2012-07-15,2012-07-15,,,,300,,,,,
123,,300,300,complete,0,0,140587364,2012-07-13,2012-07-13,,,,300,,,,,
124,,300,300,complete,0,0,140587364,2012-07-21,2012-07-21,,,,300,,,,,
125,,400,400,complete,0,0,140587364,2012-07-23,2012-07-23,,,,400,,,,,
126,,300,300,complete,0,0,140587364,2012-07-04,2012-07-04,,,,300,,,,,
127,,300,300,complete,0,0,140587364,2012-07-14,2012-07-14,,,,300,,,,,
128,,300,300,complete,0,0,14035331,2012-07-26,2012-07-26,,,,300,,,,,
129,,500,500,complete,0,0,14035331,2012-07-25,2012-07-25,,,,500,,,,,
130,,300,300,complete,0,0,14035331,2012-07-27,2012-07-27,,,,300,,,,,
131,,400,400,complete,0,0,14035331,2012-07-29,2012-07-29,,,,400,,,,,
132,,400,400,complete,0,0,14035331,2012-07-30,2012-07-30,,,,400,,,,,
133,,300,300,complete,0,0,14035331,2012-07-28,2012-07-28,,,,300,,,,,
134,,500,500,complete,0,0,14035331,2012-07-29,2012-07-29,,,,500,,,,,
135,,500,500,complete,0,0,711025848,2012-07-14,2012-07-14,,,,500,,,,,
136,,500,500,complete,0,0,711025848,2012-07-13,2012-07-13,,,,500,,,,,
137,,300,300,complete,0,0,711025848,2012-07-16,2012-07-16,,,,300,,,,,
138,,500,500,complete,0,0,711025848,2012-07-04,2012-07-04,,,,500,,,,,
139,,400,400,complete,0,0,711025848,2012-07-17,2012-07-17,,,,400,,,,,
140,,300,300,complete,0,0,711025848,2012-07-13,2012-07-13,,,,300,,,,,
141,,300,300,complete,0,0,711025848,2012-07-11,2012-07-11,,,,300,,,,,
142,,300,300,complete,0,0,711025848,2012-07-12,2012-07-12,,,,300,,,,,
143,,300,300,complete,0,0,711025848,2012-07-13,2012-07-13,,,,300,,,,,
144,,400,400,complete,0,0,51421563,2012-07-22,2012-07-22,,,,400,,,,,
145,,400,400,complete,0,0,51421563,2012-07-14,2012-07-14,,,,400,,,,,
146,,500,500,complete,0,0,51421563,2012-07-14,2012-07-14,,,,500,,,,,
147,,400,400,complete,0,0,51421563,2012-07-13,2012-07-13,,,,400,,,,,
148,,500,500,complete,0,0,51421563,2012-07-14,2012-07-14,,,,500,,,,,
149,,300,300,complete,0,0,51421563,2012-07-11,2012-07-11,,,,300,,,,,
150,,3000,3000,complete,0,0,493245475,2012-07-28,2012-07-28,,,,3000,,,,,
151,,4000,4000,complete,0,0,493245475,2012-07-29,2012-07-29,,,,4000,,,,,
152,,3000,3000,complete,0,0,493245475,2012-07-29,2012-07-29,,,,3000,,,,,
153,,4000,4000,complete,0,0,493245475,2012-07-29,2012-07-29,,,,4000,,,,,
154,,3000,3000,complete,0,0,493245475,2012-07-30,2012-07-30,,,,3000,,,,,
155,,3000,3000,complete,0,0,493245475,2012-07-31,2012-07-31,,,,3000,,,,,
156,,3200,3200,complete,0,0,493245475,2012-07-27,2012-07-27,,,,3200,,,,,
157,,1200,1200,complete,0,0,684206702,2012-06-08,2012-06-08,,,,1200,,,,,
158,,1000,1000,complete,0,0,684206702,2012-05-25,2012-05-25,,,,1000,,,,,
159,,1200,1200,complete,0,0,684206702,2012-06-14,2012-06-14,,,,1200,,,,,
160,,1200,1200,complete,0,0,684206702,2012-06-06,2012-06-06,,,,1200,,,,,
161,,1000,1000,complete,0,0,684206702,2012-06-08,2012-06-08,,,,1000,,,,,
162,,1000,1000,complete,0,0,684206702,2012-05-22,2012-05-22,,,,1000,,,,,
163,,1200,1200,complete,0,0,684206702,2012-05-21,2012-05-21,,,,1200,,,,,
164,,1000,1000,complete,0,0,684206702,2012-05-27,2012-05-27,,,,1000,,,,,
165,,1000,1000,complete,0,0,684206702,2012-06-13,2012-06-13,,,,1000,,,,,
166,,400,400,complete,0,0,793786021,2012-07-12,2012-07-12,,,,400,,,,,
167,,400,400,complete,0,0,793786021,2012-07-14,2012-07-14,,,,400,,,,,
168,,500,500,complete,0,0,793786021,2012-07-14,2012-07-14,,,,500,,,,,
169,,300,300,complete,0,0,793786021,2012-07-13,2012-07-13,,,,300,,,,,
170,,400,400,complete,0,0,793786021,2012-07-14,2012-07-14,,,,400,,,,,
171,,500,500,complete,0,0,793786021,2012-07-09,2012-07-09,,,,500,,,,,
172,,300,300,complete,0,0,793786021,2012-07-11,2012-07-11,,,,300,,,,,
173,,500,500,complete,0,0,793786021,2012-07-12,2012-07-12,,,,500,,,,,
174,,1000,1000,complete,0,0,737901126,2012-07-30,2012-07-30,,,,1000,,,,,
175,,1000,1000,complete,0,0,737901126,2012-07-28,2012-07-28,,,,1000,,,,,
176,,1000,1000,complete,0,0,737901126,2012-07-28,2012-07-28,,,,1000,,,,,
177,,1000,1000,complete,0,0,737901126,2012-07-30,2012-07-30,,,,1000,,,,,
178,,1000,1000,complete,0,0,737901126,2012-07-30,2012-07-30,,,,1000,,,,,
179,,1000,1000,complete,0,0,737901126,2012-07-29,2012-07-29,,,,1000,,,,,
180,,1000,1000,complete,0,0,537116830,2012-07-28,2012-07-28,,,,1000,,,,,
181,,1000,1000,complete,0,0,537116830,2012-07-27,2012-07-27,,,,1000,,,,,
182,,1000,1000,complete,0,0,537116830,2012-07-29,2012-07-29,,,,1000,,,,,
183,,1200,1200,complete,0,0,537116830,2012-07-28,2012-07-28,,,,1200,,,,,
184,,1000,1000,complete,0,0,537116830,2012-07-28,2012-07-28,,,,1000,,,,,
185,,1000,1000,complete,0,0,537116830,2012-07-30,2012-07-30,,,,1000,,,,,
186,,1000,1000,complete,0,0,1010549555,2012-07-27,2012-07-27,,,,1000,,,,,
187,,1000,1000,complete,0,0,1010549555,2012-07-29,2012-07-29,,,,1000,,,,,
188,,1000,1000,complete,0,0,1010549555,2012-07-27,2012-07-27,,,,1000,,,,,
189,,1200,1200,complete,0,0,1010549555,2012-07-28,2012-07-28,,,,1200,,,,,
190,,1000,1000,complete,0,0,1010549555,2012-07-30,2012-07-30,,,,1000,,,,,
191,,1000,1000,complete,0,0,1010549555,2012-07-27,2012-07-27,,,,1000,,,,,
192,,1200,1200,complete,0,0,1010549555,2012-07-27,2012-07-27,,,,1200,,,,,
193,,1200,1200,complete,0,0,1010549555,2012-07-29,2012-07-29,,,,1200,,,,,
194,,1000,1000,complete,0,0,408356406,2012-07-29,2012-07-29,,,,1000,,,,,
195,,1000,1000,complete,0,0,408356406,2012-07-27,2012-07-27,,,,1000,,,,,
196,,1200,1200,complete,0,0,408356406,2012-07-28,2012-07-28,,,,1200,,,,,
197,,1000,1000,complete,0,0,408356406,2012-07-27,2012-07-27,,,,1000,,,,,
198,,1000,1000,complete,0,0,408356406,2012-07-28,2012-07-28,,,,1000,,,,,
199,,1000,1000,complete,0,0,408356406,2012-07-29,2012-07-29,,,,1000,,,,,
200,,1000,1000,complete,0,0,408356406,2012-07-30,2012-07-30,,,,1000,,,,,
201,,1200,1200,complete,0,0,408356406,2012-07-28,2012-07-28,,,,1200,,,,,
202,,300,300,complete,0,0,948998100,2012-07-14,2012-07-14,,,,300,,,,,
203,,300,300,complete,0,0,948998100,2012-07-12,2012-07-12,,,,300,,,,,
204,,300,300,complete,0,0,948998100,2012-07-11,2012-07-11,,,,300,,,,,
205,,400,400,complete,0,0,948998100,2012-07-13,2012-07-13,,,,400,,,,,
206,,300,300,complete,0,0,948998100,2012-07-12,2012-07-12,,,,300,,,,,
207,,500,500,complete,0,0,948998100,2012-07-14,2012-07-14,,,,500,,,,,
208,,500,500,complete,0,0,948998100,2012-07-12,2012-07-12,,,,500,,,,,
209,,1000,1000,complete,0,0,414236187,2012-07-28,2012-07-28,,,,1000,,,,,
210,,1200,1200,complete,0,0,414236187,2012-07-30,2012-07-30,,,,1200,,,,,
211,,1000,1000,complete,0,0,414236187,2012-07-28,2012-07-28,,,,1000,,,,,
212,,1000,1000,complete,0,0,414236187,2012-07-28,2012-07-28,,,,1000,,,,,
213,,1000,1000,complete,0,0,414236187,2012-07-27,2012-07-27,,,,1000,,,,,
214,,1200,1200,complete,0,0,414236187,2012-07-29,2012-07-29,,,,1200,,,,,
215,,1000,1000,complete,0,0,414236187,2012-07-27,2012-07-27,,,,1000,,,,,
216,,1200,1200,complete,0,0,755802289,2012-07-13,2012-07-13,,,,1200,,,,,
217,,1200,1200,complete,0,0,755802289,2012-07-09,2012-07-09,,,,1200,,,,,
218,,1000,1000,complete,0,0,755802289,2012-07-13,2012-07-13,,,,1000,,,,,
219,,1200,1200,complete,0,0,755802289,2012-07-11,2012-07-11,,,,1200,,,,,
220,,1000,1000,complete,0,0,755802289,2012-07-13,2012-07-13,,,,1000,,,,,
221,,1200,1200,complete,0,0,755802289,2012-07-07,2012-07-07,,,,1200,,,,,
222,,1000,1000,complete,0,0,755802289,2012-07-06,2012-07-06,,,,1000,,,,,
223,,1200,1200,complete,0,0,755802289,2012-07-13,2012-07-13,,,,1200,,,,,
224,,4300,4300,complete,0,0,261603145,2012-07-17,2012-07-17,,,,4300,,,,,
225,,8000,8000,complete,0,0,261603145,2012-07-13,2012-07-13,,,,8000,,,,,
226,,8000,8000,complete,0,0,261603145,2012-07-13,2012-07-13,,,,8000,,,,,
227,,4300,4300,complete,0,0,261603145,2012-07-12,2012-07-12,,,,4300,,,,,
228,,6300,6300,complete,0,0,261603145,2012-07-14,2012-07-14,,,,6300,,,,,
229,,6300,6300,complete,0,0,261603145,2012-07-14,2012-07-14,,,,6300,,,,,
230,,4000,4000,complete,0,0,638820960,2012-07-13,2012-07-13,,,,4000,,,,,
231,,4000,4000,complete,0,0,638820960,2012-07-14,2012-07-14,,,,4000,,,,,
232,,3200,3200,complete,0,0,638820960,2012-07-10,2012-07-10,,,,3200,,,,,
233,,4000,4000,complete,0,0,638820960,2012-07-11,2012-07-11,,,,4000,,,,,
234,,3000,3000,complete,0,0,638820960,2012-07-12,2012-07-12,,,,3000,,,,,
235,,4000,4000,complete,0,0,638820960,2012-07-14,2012-07-14,,,,4000,,,,,
236,,4000,4000,complete,0,0,638820960,2012-07-11,2012-07-11,,,,4000,,,,,
237,,3000,3000,complete,0,0,638820960,2012-07-11,2012-07-11,,,,3000,,,,,
238,,3000,3000,complete,0,0,638820960,2012-07-12,2012-07-12,,,,3000,,,,,
239,,300,300,complete,0,0,533666555,2012-07-04,2012-07-04,,,,300,,,,,
240,,500,500,complete,0,0,533666555,2012-07-12,2012-07-12,,,,500,,,,,
241,,300,300,complete,0,0,533666555,2012-07-12,2012-07-12,,,,300,,,,,
242,,300,300,complete,0,0,533666555,2012-07-19,2012-07-19,,,,300,,,,,
243,,300,300,complete,0,0,533666555,2012-07-11,2012-07-11,,,,300,,,,,
244,,400,400,complete,0,0,533666555,2012-07-11,2012-07-11,,,,400,,,,,
245,,500,500,complete,0,0,533666555,2012-07-12,2012-07-12,,,,500,,,,,
246,,500,500,complete,0,0,533666555,2012-07-13,2012-07-13,,,,500,,,,,
247,,6300,6300,complete,0,0,910886886,2012-07-29,2012-07-29,,,,6300,,,,,
248,,4300,4300,complete,0,0,910886886,2012-07-30,2012-07-30,,,,4300,,,,,
249,,6300,6300,complete,0,0,910886886,2012-07-28,2012-07-28,,,,6300,,,,,
250,,8000,8000,complete,0,0,910886886,2012-07-28,2012-07-28,,,,8000,,,,,
251,,6300,6300,complete,0,0,910886886,2012-07-30,2012-07-30,,,,6300,,,,,
252,,8000,8000,complete,0,0,910886886,2012-07-28,2012-07-28,,,,8000,,,,,
253,,1200,1200,complete,0,0,21772151,2012-07-11,2012-07-11,,,,1200,,,,,
254,,1000,1000,complete,0,0,21772151,2012-07-12,2012-07-12,,,,1000,,,,,
255,,1000,1000,complete,0,0,21772151,2012-07-11,2012-07-11,,,,1000,,,,,
256,,1000,1000,complete,0,0,21772151,2012-07-12,2012-07-12,,,,1000,,,,,
257,,1200,1200,complete,0,0,21772151,2012-07-13,2012-07-13,,,,1200,,,,,
258,,1000,1000,complete,0,0,21772151,2012-07-14,2012-07-14,,,,1000,,,,,
259,,1200,1200,complete,0,0,21772151,2012-07-22,2012-07-22,,,,1200,,,,,
260,,1000,1000,complete,0,0,21772151,2012-07-11,2012-07-11,,,,1000,,,,,
261,,1200,1200,complete,0,0,205739844,2012-07-27,2012-07-27,,,,1200,,,,,
262,,1000,1000,complete,0,0,205739844,2012-07-28,2012-07-28,,,,1000,,,,,
263,,1200,1200,complete,0,0,205739844,2012-07-30,2012-07-30,,,,1200,,,,,
264,,1000,1000,complete,0,0,205739844,2012-07-28,2012-07-28,,,,1000,,,,,
265,,1200,1200,complete,0,0,205739844,2012-07-27,2012-07-27,,,,1200,,,,,
266,,1200,1200,complete,0,0,205739844,2012-07-29,2012-07-29,,,,1200,,,,,
267,,1200,1200,complete,0,0,205739844,2012-07-28,2012-07-28,,,,1200,,,,,
268,,1000,1000,complete,0,0,205739844,2012-07-29,2012-07-29,,,,1000,,,,,
269,,1000,1000,complete,0,0,205739844,2012-07-29,2012-07-29,,,,1000,,,,,
